"O_004.SPC"
"WL/nm","Abs"
765.50,0.057
765.00,0.057
764.50,0.058
764.00,0.058
763.50,0.058
763.00,0.058
762.50,0.058
762.00,0.059
761.50,0.059
761.00,0.059
760.50,0.059
760.00,0.059
759.50,0.060
759.00,0.060
758.50,0.060
758.00,0.060
757.50,0.060
757.00,0.061
756.50,0.061
756.00,0.061
755.50,0.061
755.00,0.061
754.50,0.062
754.00,0.062
753.50,0.062
753.00,0.062
752.50,0.063
752.00,0.063
751.50,0.063
751.00,0.063
750.50,0.063
750.00,0.064
749.50,0.064
749.00,0.064
748.50,0.064
748.00,0.065
747.50,0.065
747.00,0.065
746.50,0.065
746.00,0.066
745.50,0.066
745.00,0.066
744.50,0.066
744.00,0.067
743.50,0.067
743.00,0.067
742.50,0.067
742.00,0.068
741.50,0.068
741.00,0.068
740.50,0.068
740.00,0.069
739.50,0.069
739.00,0.069
738.50,0.069
738.00,0.070
737.50,0.070
737.00,0.070
736.50,0.070
736.00,0.071
735.50,0.071
735.00,0.071
734.50,0.071
734.00,0.072
733.50,0.072
733.00,0.072
732.50,0.072
732.00,0.073
731.50,0.073
731.00,0.073
730.50,0.074
730.00,0.074
729.50,0.074
729.00,0.074
728.50,0.075
728.00,0.075
727.50,0.075
727.00,0.076
726.50,0.076
726.00,0.076
725.50,0.077
725.00,0.077
724.50,0.077
724.00,0.078
723.50,0.078
723.00,0.078
722.50,0.079
722.00,0.079
721.50,0.079
721.00,0.079
720.50,0.080
720.00,0.080
719.50,0.080
719.00,0.081
718.50,0.081
718.00,0.081
717.50,0.082
717.00,0.082
716.50,0.083
716.00,0.083
715.50,0.083
715.00,0.084
714.50,0.084
714.00,0.084
713.50,0.085
713.00,0.085
712.50,0.085
712.00,0.086
711.50,0.086
711.00,0.087
710.50,0.087
710.00,0.087
709.50,0.088
709.00,0.088
708.50,0.089
708.00,0.089
707.50,0.090
707.00,0.090
706.50,0.090
706.00,0.091
705.50,0.091
705.00,0.092
704.50,0.092
704.00,0.093
703.50,0.093
703.00,0.093
702.50,0.094
702.00,0.094
701.50,0.095
701.00,0.095
700.50,0.096
700.00,0.096
699.50,0.097
699.00,0.097
698.50,0.098
698.00,0.098
697.50,0.099
697.00,0.099
696.50,0.100
696.00,0.101
695.50,0.101
695.00,0.102
694.50,0.102
694.00,0.103
693.50,0.103
693.00,0.104
692.50,0.104
692.00,0.105
691.50,0.106
691.00,0.106
690.50,0.107
690.00,0.107
689.50,0.108
689.00,0.109
688.50,0.109
688.00,0.110
687.50,0.110
687.00,0.111
686.50,0.112
686.00,0.112
685.50,0.113
685.00,0.114
684.50,0.114
684.00,0.115
683.50,0.116
683.00,0.117
682.50,0.117
682.00,0.118
681.50,0.119
681.00,0.120
680.50,0.120
680.00,0.121
679.50,0.122
679.00,0.123
678.50,0.123
678.00,0.124
677.50,0.125
677.00,0.126
676.50,0.127
676.00,0.128
675.50,0.128
675.00,0.129
674.50,0.130
674.00,0.131
673.50,0.132
673.00,0.133
672.50,0.134
672.00,0.135
671.50,0.136
671.00,0.137
670.50,0.138
670.00,0.139
669.50,0.140
669.00,0.141
668.50,0.142
668.00,0.143
667.50,0.144
667.00,0.145
666.50,0.146
666.00,0.147
665.50,0.148
665.00,0.149
664.50,0.150
664.00,0.151
663.50,0.153
663.00,0.154
662.50,0.155
662.00,0.156
661.50,0.157
661.00,0.159
660.50,0.160
660.00,0.161
659.50,0.162
659.00,0.164
658.50,0.165
658.00,0.167
657.50,0.168
657.00,0.169
656.50,0.171
656.00,0.172
655.50,0.174
655.00,0.175
654.50,0.177
654.00,0.178
653.50,0.180
653.00,0.181
652.50,0.183
652.00,0.184
651.50,0.186
651.00,0.188
650.50,0.189
650.00,0.191
649.50,0.193
649.00,0.194
648.50,0.196
648.00,0.198
647.50,0.200
647.00,0.201
646.50,0.203
646.00,0.205
645.50,0.207
645.00,0.209
644.50,0.211
644.00,0.213
643.50,0.215
643.00,0.217
642.50,0.219
642.00,0.221
641.50,0.223
641.00,0.225
640.50,0.227
640.00,0.230
639.50,0.232
639.00,0.234
638.50,0.237
638.00,0.239
637.50,0.241
637.00,0.244
636.50,0.246
636.00,0.249
635.50,0.252
635.00,0.254
634.50,0.257
634.00,0.260
633.50,0.263
633.00,0.265
632.50,0.268
632.00,0.271
631.50,0.274
631.00,0.277
630.50,0.280
630.00,0.283
629.50,0.286
629.00,0.289
628.50,0.292
628.00,0.296
627.50,0.299
627.00,0.303
626.50,0.306
626.00,0.310
625.50,0.313
625.00,0.317
624.50,0.320
624.00,0.324
623.50,0.328
623.00,0.332
622.50,0.336
622.00,0.340
621.50,0.344
621.00,0.348
620.50,0.352
620.00,0.356
619.50,0.361
619.00,0.365
618.50,0.369
618.00,0.374
617.50,0.379
617.00,0.384
616.50,0.388
616.00,0.393
615.50,0.398
615.00,0.403
614.50,0.408
614.00,0.413
613.50,0.419
613.00,0.424
612.50,0.430
612.00,0.435
611.50,0.441
611.00,0.447
610.50,0.453
610.00,0.459
609.50,0.465
609.00,0.471
608.50,0.478
608.00,0.484
607.50,0.491
607.00,0.497
606.50,0.504
606.00,0.511
605.50,0.518
605.00,0.525
604.50,0.532
604.00,0.540
603.50,0.547
603.00,0.555
602.50,0.562
602.00,0.570
601.50,0.578
601.00,0.585
600.50,0.593
600.00,0.601
599.50,0.609
599.00,0.617
598.50,0.626
598.00,0.634
597.50,0.642
597.00,0.651
596.50,0.660
596.00,0.668
595.50,0.678
595.00,0.686
594.50,0.695
594.00,0.705
593.50,0.714
593.00,0.723
592.50,0.732
592.00,0.742
591.50,0.751
591.00,0.761
590.50,0.770
590.00,0.779
589.50,0.789
589.00,0.799
588.50,0.809
588.00,0.820
587.50,0.830
587.00,0.840
586.50,0.851
586.00,0.861
585.50,0.871
585.00,0.882
584.50,0.891
584.00,0.901
583.50,0.911
583.00,0.921
582.50,0.932
582.00,0.942
581.50,0.952
581.00,0.963
580.50,0.973
580.00,0.984
579.50,0.995
579.00,1.005
578.50,1.015
578.00,1.025
577.50,1.035
577.00,1.044
576.50,1.054
576.00,1.064
575.50,1.074
575.00,1.083
574.50,1.092
574.00,1.101
573.50,1.110
573.00,1.120
572.50,1.129
572.00,1.138
571.50,1.146
571.00,1.154
570.50,1.163
570.00,1.171
569.50,1.179
569.00,1.187
568.50,1.194
568.00,1.201
567.50,1.208
567.00,1.215
566.50,1.221
566.00,1.228
565.50,1.233
565.00,1.239
564.50,1.244
564.00,1.249
563.50,1.254
563.00,1.258
562.50,1.263
562.00,1.266
561.50,1.269
561.00,1.272
560.50,1.275
560.00,1.277
559.50,1.278
559.00,1.280
558.50,1.281
558.00,1.281
557.50,1.282
557.00,1.281
556.50,1.281
556.00,1.280
555.50,1.279
555.00,1.277
554.50,1.275
554.00,1.272
553.50,1.270
553.00,1.267
552.50,1.264
552.00,1.260
551.50,1.256
551.00,1.252
550.50,1.248
550.00,1.243
549.50,1.238
549.00,1.233
548.50,1.227
548.00,1.222
547.50,1.216
547.00,1.211
546.50,1.204
546.00,1.198
545.50,1.192
545.00,1.185
544.50,1.179
544.00,1.172
543.50,1.165
543.00,1.158
542.50,1.151
542.00,1.144
541.50,1.137
541.00,1.129
540.50,1.122
540.00,1.115
539.50,1.108
539.00,1.100
538.50,1.092
538.00,1.084
537.50,1.077
537.00,1.069
536.50,1.062
536.00,1.055
535.50,1.049
535.00,1.042
534.50,1.034
534.00,1.026
533.50,1.019
533.00,1.011
532.50,1.004
532.00,0.996
531.50,0.989
531.00,0.981
530.50,0.973
530.00,0.966
529.50,0.959
529.00,0.952
528.50,0.944
528.00,0.937
527.50,0.930
527.00,0.923
526.50,0.916
526.00,0.909
525.50,0.902
525.00,0.895
524.50,0.888
524.00,0.881
523.50,0.874
523.00,0.867
522.50,0.860
522.00,0.853
521.50,0.847
521.00,0.840
520.50,0.832
520.00,0.826
519.50,0.820
519.00,0.813
518.50,0.806
518.00,0.799
517.50,0.793
517.00,0.787
516.50,0.780
516.00,0.773
515.50,0.767
515.00,0.760
514.50,0.754
514.00,0.748
513.50,0.741
513.00,0.734
512.50,0.728
512.00,0.722
511.50,0.716
511.00,0.710
510.50,0.704
510.00,0.697
509.50,0.691
509.00,0.685
508.50,0.680
508.00,0.674
507.50,0.668
507.00,0.663
506.50,0.657
506.00,0.651
505.50,0.645
505.00,0.640
504.50,0.635
504.00,0.630
503.50,0.625
503.00,0.620
502.50,0.615
502.00,0.611
501.50,0.606
501.00,0.602
500.50,0.597
500.00,0.592
499.50,0.588
499.00,0.584
498.50,0.580
498.00,0.576
497.50,0.572
497.00,0.569
496.50,0.565
496.00,0.561
495.50,0.558
495.00,0.554
494.50,0.551
494.00,0.548
493.50,0.545
493.00,0.543
492.50,0.540
492.00,0.537
491.50,0.534
491.00,0.532
490.50,0.529
490.00,0.527
489.50,0.525
489.00,0.523
488.50,0.521
488.00,0.519
487.50,0.517
487.00,0.515
486.50,0.514
486.00,0.512
485.50,0.510
485.00,0.509
484.50,0.508
484.00,0.506
483.50,0.505
483.00,0.504
482.50,0.503
482.00,0.502
481.50,0.501
481.00,0.500
480.50,0.499
480.00,0.498
479.50,0.497
479.00,0.497
478.50,0.496
478.00,0.496
477.50,0.495
477.00,0.494
476.50,0.494
476.00,0.493
475.50,0.493
475.00,0.493
474.50,0.492
474.00,0.492
473.50,0.492
473.00,0.492
472.50,0.491
472.00,0.491
471.50,0.491
471.00,0.491
470.50,0.491
470.00,0.491
469.50,0.491
469.00,0.491
468.50,0.491
468.00,0.491
467.50,0.491
467.00,0.491
466.50,0.491
466.00,0.491
465.50,0.491
465.00,0.491
464.50,0.491
464.00,0.491
463.50,0.491
463.00,0.491
462.50,0.491
462.00,0.492
461.50,0.492
461.00,0.492
460.50,0.492
460.00,0.492
459.50,0.493
459.00,0.493
458.50,0.493
458.00,0.493
457.50,0.494
457.00,0.494
456.50,0.494
456.00,0.495
455.50,0.495
455.00,0.495
454.50,0.495
454.00,0.496
453.50,0.496
453.00,0.496
452.50,0.497
452.00,0.497
451.50,0.497
451.00,0.498
450.50,0.498
450.00,0.499
449.50,0.499
449.00,0.499
448.50,0.500
448.00,0.500
447.50,0.501
447.00,0.501
446.50,0.501
446.00,0.502
445.50,0.502
445.00,0.503
444.50,0.503
444.00,0.504
443.50,0.504
443.00,0.504
442.50,0.505
442.00,0.505
441.50,0.506
441.00,0.506
440.50,0.507
440.00,0.507
439.50,0.508
439.00,0.508
438.50,0.509
438.00,0.509
437.50,0.510
437.00,0.510
436.50,0.511
436.00,0.511
435.50,0.512
435.00,0.512
434.50,0.513
434.00,0.513
433.50,0.514
433.00,0.514
432.50,0.515
432.00,0.515
431.50,0.516
431.00,0.516
430.50,0.516
430.00,0.517
429.50,0.518
429.00,0.518
428.50,0.518
428.00,0.519
427.50,0.519
427.00,0.520
426.50,0.520
426.00,0.521
425.50,0.521
425.00,0.522
424.50,0.522
424.00,0.523
423.50,0.523
423.00,0.524
422.50,0.524
422.00,0.525
421.50,0.525
421.00,0.526
420.50,0.526
420.00,0.527
419.50,0.527
419.00,0.528
418.50,0.528
418.00,0.529
417.50,0.529
417.00,0.530
416.50,0.530
416.00,0.531
415.50,0.531
415.00,0.532
414.50,0.533
414.00,0.533
413.50,0.534
413.00,0.534
412.50,0.535
412.00,0.535
411.50,0.536
411.00,0.536
410.50,0.537
410.00,0.537
409.50,0.538
409.00,0.539
408.50,0.539
408.00,0.540
407.50,0.540
407.00,0.541
406.50,0.541
406.00,0.542
405.50,0.543
405.00,0.543
404.50,0.544
404.00,0.544
403.50,0.545
403.00,0.545
402.50,0.546
402.00,0.546
401.50,0.547
401.00,0.548
400.50,0.548
400.00,0.549
399.50,0.549
399.00,0.550
398.50,0.550
398.00,0.551
397.50,0.551
397.00,0.552
396.50,0.552
396.00,0.553
395.50,0.553
395.00,0.554
394.50,0.554
394.00,0.555
393.50,0.555
393.00,0.556
392.50,0.557
392.00,0.557
391.50,0.558
391.00,0.558
390.50,0.559
390.00,0.559
389.50,0.559
389.00,0.560
388.50,0.561
388.00,0.561
387.50,0.561
387.00,0.562
386.50,0.562
386.00,0.563
385.50,0.563
385.00,0.564
384.50,0.564
384.00,0.565
383.50,0.565
383.00,0.565
382.50,0.566
382.00,0.566
381.50,0.567
381.00,0.567
380.50,0.567
380.00,0.568
379.50,0.568
379.00,0.568
378.50,0.569
378.00,0.569
377.50,0.569
377.00,0.570
376.50,0.570
376.00,0.570
375.50,0.571
375.00,0.571
374.50,0.571
374.00,0.572
373.50,0.572
373.00,0.572
372.50,0.572
372.00,0.572
371.50,0.572
371.00,0.573
370.50,0.573
370.00,0.573
369.50,0.573
369.00,0.573
368.50,0.574
368.00,0.574
367.50,0.574
367.00,0.574
366.50,0.575
366.00,0.575
365.50,0.575
365.00,0.575
364.50,0.575
364.00,0.575
363.50,0.575
363.00,0.575
362.50,0.575
362.00,0.575
361.50,0.575
361.00,0.575
360.50,0.575
360.00,0.576
359.50,0.575
359.00,0.575
358.50,0.575
358.00,0.576
357.50,0.575
357.00,0.575
356.50,0.575
356.00,0.575
355.50,0.575
355.00,0.576
354.50,0.576
354.00,0.576
353.50,0.577
353.00,0.576
352.50,0.576
352.00,0.577
351.50,0.577
351.00,0.577
350.50,0.578
350.00,0.578
349.50,0.579
349.00,0.579
348.50,0.580
348.00,0.581
347.50,0.581
347.00,0.582
346.50,0.584
346.00,0.583
345.50,0.585
345.00,0.585
344.50,0.586
344.00,0.587
343.50,0.588
343.00,0.589
342.50,0.591
342.00,0.592
341.50,0.593
341.00,0.594
340.50,0.595
340.00,0.596
339.50,0.598
339.00,0.599
338.50,0.601
338.00,0.602
337.50,0.604
337.00,0.604
336.50,0.606
336.00,0.607
335.50,0.608
335.00,0.610
334.50,0.612
334.00,0.613
333.50,0.614
333.00,0.616
332.50,0.617
332.00,0.619
331.50,0.620
331.00,0.621
330.50,0.623
330.00,0.624
329.50,0.626
329.00,0.627
328.50,0.629
328.00,0.630
327.50,0.631
327.00,0.633
326.50,0.634
326.00,0.635
325.50,0.637
325.00,0.639
324.50,0.639
324.00,0.641
323.50,0.643
323.00,0.644
322.50,0.645
322.00,0.647
321.50,0.648
321.00,0.650
320.50,0.651
320.00,0.653
319.50,0.653
319.00,0.656
318.50,0.656
318.00,0.658
317.50,0.659
317.00,0.660
316.50,0.661
316.00,0.663
315.50,0.665
315.00,0.665
314.50,0.667
314.00,0.668
313.50,0.669
313.00,0.671
312.50,0.671
312.00,0.673
311.50,0.674
311.00,0.675
310.50,0.677
310.00,0.677
309.50,0.678
309.00,0.680
308.50,0.680
308.00,0.682
307.50,0.683
307.00,0.684
306.50,0.685
306.00,0.686
305.50,0.687
305.00,0.688
304.50,0.689
304.00,0.690
303.50,0.690
303.00,0.692
302.50,0.692
302.00,0.694
301.50,0.694
301.00,0.695
300.50,0.696
300.00,0.697
