"T_003.SPC"
"WL/nm","Abs"
768.50,0.068
768.00,0.068
767.50,0.068
767.00,0.069
766.50,0.069
766.00,0.069
765.50,0.070
765.00,0.070
764.50,0.071
764.00,0.071
763.50,0.071
763.00,0.072
762.50,0.072
762.00,0.073
761.50,0.073
761.00,0.073
760.50,0.074
760.00,0.074
759.50,0.075
759.00,0.075
758.50,0.075
758.00,0.076
757.50,0.076
757.00,0.077
756.50,0.077
756.00,0.078
755.50,0.078
755.00,0.079
754.50,0.079
754.00,0.080
753.50,0.080
753.00,0.080
752.50,0.081
752.00,0.081
751.50,0.082
751.00,0.082
750.50,0.083
750.00,0.083
749.50,0.084
749.00,0.085
748.50,0.085
748.00,0.086
747.50,0.086
747.00,0.087
746.50,0.087
746.00,0.088
745.50,0.088
745.00,0.089
744.50,0.090
744.00,0.090
743.50,0.091
743.00,0.091
742.50,0.092
742.00,0.093
741.50,0.093
741.00,0.094
740.50,0.094
740.00,0.095
739.50,0.096
739.00,0.096
738.50,0.097
738.00,0.098
737.50,0.098
737.00,0.099
736.50,0.100
736.00,0.100
735.50,0.101
735.00,0.102
734.50,0.102
734.00,0.103
733.50,0.104
733.00,0.104
732.50,0.105
732.00,0.106
731.50,0.107
731.00,0.107
730.50,0.108
730.00,0.109
729.50,0.110
729.00,0.111
728.50,0.112
728.00,0.112
727.50,0.113
727.00,0.114
726.50,0.115
726.00,0.116
725.50,0.117
725.00,0.118
724.50,0.119
724.00,0.120
723.50,0.121
723.00,0.122
722.50,0.123
722.00,0.124
721.50,0.125
721.00,0.126
720.50,0.127
720.00,0.128
719.50,0.129
719.00,0.130
718.50,0.131
718.00,0.132
717.50,0.133
717.00,0.134
716.50,0.135
716.00,0.137
715.50,0.138
715.00,0.139
714.50,0.140
714.00,0.141
713.50,0.143
713.00,0.144
712.50,0.145
712.00,0.147
711.50,0.148
711.00,0.149
710.50,0.151
710.00,0.152
709.50,0.153
709.00,0.155
708.50,0.156
708.00,0.158
707.50,0.159
707.00,0.161
706.50,0.162
706.00,0.164
705.50,0.166
705.00,0.167
704.50,0.169
704.00,0.171
703.50,0.172
703.00,0.174
702.50,0.176
702.00,0.178
701.50,0.180
701.00,0.182
700.50,0.183
700.00,0.185
699.50,0.187
699.00,0.189
698.50,0.191
698.00,0.193
697.50,0.195
697.00,0.198
696.50,0.200
696.00,0.202
695.50,0.204
695.00,0.206
694.50,0.209
694.00,0.211
693.50,0.213
693.00,0.216
692.50,0.218
692.00,0.220
691.50,0.223
691.00,0.225
690.50,0.228
690.00,0.230
689.50,0.233
689.00,0.236
688.50,0.239
688.00,0.241
687.50,0.244
687.00,0.247
686.50,0.250
686.00,0.253
685.50,0.256
685.00,0.259
684.50,0.262
684.00,0.265
683.50,0.268
683.00,0.272
682.50,0.275
682.00,0.278
681.50,0.282
681.00,0.285
680.50,0.289
680.00,0.293
679.50,0.296
679.00,0.300
678.50,0.303
678.00,0.307
677.50,0.311
677.00,0.315
676.50,0.319
676.00,0.323
675.50,0.328
675.00,0.332
674.50,0.336
674.00,0.341
673.50,0.345
673.00,0.349
672.50,0.354
672.00,0.358
671.50,0.363
671.00,0.368
670.50,0.372
670.00,0.377
669.50,0.382
669.00,0.387
668.50,0.392
668.00,0.397
667.50,0.402
667.00,0.408
666.50,0.413
666.00,0.419
665.50,0.424
665.00,0.430
664.50,0.435
664.00,0.441
663.50,0.447
663.00,0.452
662.50,0.458
662.00,0.464
661.50,0.471
661.00,0.477
660.50,0.483
660.00,0.489
659.50,0.495
659.00,0.502
658.50,0.509
658.00,0.516
657.50,0.522
657.00,0.529
656.50,0.536
656.00,0.543
655.50,0.549
655.00,0.557
654.50,0.563
654.00,0.571
653.50,0.578
653.00,0.585
652.50,0.592
652.00,0.600
651.50,0.607
651.00,0.614
650.50,0.621
650.00,0.628
649.50,0.636
649.00,0.643
648.50,0.650
648.00,0.657
647.50,0.664
647.00,0.670
646.50,0.678
646.00,0.685
645.50,0.692
645.00,0.698
644.50,0.705
644.00,0.711
643.50,0.718
643.00,0.725
642.50,0.731
642.00,0.738
641.50,0.743
641.00,0.749
640.50,0.755
640.00,0.761
639.50,0.767
639.00,0.772
638.50,0.778
638.00,0.783
637.50,0.788
637.00,0.793
636.50,0.797
636.00,0.802
635.50,0.806
635.00,0.810
634.50,0.814
634.00,0.818
633.50,0.821
633.00,0.824
632.50,0.827
632.00,0.830
631.50,0.832
631.00,0.834
630.50,0.836
630.00,0.837
629.50,0.839
629.00,0.840
628.50,0.841
628.00,0.841
627.50,0.842
627.00,0.842
626.50,0.842
626.00,0.841
625.50,0.841
625.00,0.840
624.50,0.839
624.00,0.837
623.50,0.836
623.00,0.834
622.50,0.832
622.00,0.830
621.50,0.827
621.00,0.825
620.50,0.822
620.00,0.819
619.50,0.816
619.00,0.812
618.50,0.809
618.00,0.805
617.50,0.801
617.00,0.797
616.50,0.793
616.00,0.789
615.50,0.785
615.00,0.780
614.50,0.775
614.00,0.771
613.50,0.766
613.00,0.761
612.50,0.756
612.00,0.751
611.50,0.745
611.00,0.740
610.50,0.734
610.00,0.729
609.50,0.723
609.00,0.718
608.50,0.712
608.00,0.707
607.50,0.701
607.00,0.696
606.50,0.690
606.00,0.684
605.50,0.679
605.00,0.673
604.50,0.667
604.00,0.662
603.50,0.656
603.00,0.650
602.50,0.645
602.00,0.639
601.50,0.633
601.00,0.628
600.50,0.623
600.00,0.618
599.50,0.613
599.00,0.607
598.50,0.602
598.00,0.597
597.50,0.592
597.00,0.587
596.50,0.582
596.00,0.577
595.50,0.572
595.00,0.567
594.50,0.563
594.00,0.558
593.50,0.554
593.00,0.549
592.50,0.545
592.00,0.540
591.50,0.536
591.00,0.532
590.50,0.528
590.00,0.524
589.50,0.520
589.00,0.516
588.50,0.512
588.00,0.507
587.50,0.504
587.00,0.500
586.50,0.496
586.00,0.493
585.50,0.489
585.00,0.485
584.50,0.482
584.00,0.479
583.50,0.476
583.00,0.473
582.50,0.469
582.00,0.466
581.50,0.463
581.00,0.460
580.50,0.457
580.00,0.454
579.50,0.451
579.00,0.448
578.50,0.445
578.00,0.443
577.50,0.440
577.00,0.438
576.50,0.435
576.00,0.433
575.50,0.430
575.00,0.428
574.50,0.426
574.00,0.424
573.50,0.421
573.00,0.419
572.50,0.417
572.00,0.415
571.50,0.413
571.00,0.411
570.50,0.409
570.00,0.407
569.50,0.405
569.00,0.403
568.50,0.401
568.00,0.399
567.50,0.398
567.00,0.396
566.50,0.394
566.00,0.392
565.50,0.391
565.00,0.389
564.50,0.388
564.00,0.386
563.50,0.385
563.00,0.383
562.50,0.382
562.00,0.380
561.50,0.379
561.00,0.378
560.50,0.376
560.00,0.375
559.50,0.374
559.00,0.373
558.50,0.371
558.00,0.370
557.50,0.369
557.00,0.368
556.50,0.367
556.00,0.366
555.50,0.365
555.00,0.364
554.50,0.363
554.00,0.362
553.50,0.361
553.00,0.360
552.50,0.359
552.00,0.359
551.50,0.358
551.00,0.357
550.50,0.356
550.00,0.355
549.50,0.355
549.00,0.354
548.50,0.353
548.00,0.353
547.50,0.352
547.00,0.351
546.50,0.351
546.00,0.350
545.50,0.349
545.00,0.349
544.50,0.348
544.00,0.347
543.50,0.347
543.00,0.346
542.50,0.346
542.00,0.345
541.50,0.345
541.00,0.344
540.50,0.343
540.00,0.343
539.50,0.342
539.00,0.342
538.50,0.341
538.00,0.340
537.50,0.340
537.00,0.339
536.50,0.338
536.00,0.338
535.50,0.337
535.00,0.337
534.50,0.336
534.00,0.336
533.50,0.335
533.00,0.334
532.50,0.333
532.00,0.333
531.50,0.332
531.00,0.331
530.50,0.330
530.00,0.330
529.50,0.329
529.00,0.328
528.50,0.327
528.00,0.327
527.50,0.326
527.00,0.325
526.50,0.324
526.00,0.323
525.50,0.322
525.00,0.321
524.50,0.320
524.00,0.319
523.50,0.318
523.00,0.317
522.50,0.316
522.00,0.315
521.50,0.314
521.00,0.313
520.50,0.312
520.00,0.311
519.50,0.310
519.00,0.309
518.50,0.308
518.00,0.306
517.50,0.305
517.00,0.304
516.50,0.303
516.00,0.301
515.50,0.300
515.00,0.299
514.50,0.298
514.00,0.296
513.50,0.295
513.00,0.293
512.50,0.292
512.00,0.291
511.50,0.289
511.00,0.288
510.50,0.287
510.00,0.285
509.50,0.284
509.00,0.283
508.50,0.281
508.00,0.280
507.50,0.278
507.00,0.277
506.50,0.276
506.00,0.274
505.50,0.273
505.00,0.271
504.50,0.270
504.00,0.269
503.50,0.268
503.00,0.266
502.50,0.265
502.00,0.264
501.50,0.263
501.00,0.261
500.50,0.260
500.00,0.259
499.50,0.258
499.00,0.257
498.50,0.256
498.00,0.255
497.50,0.253
497.00,0.252
496.50,0.251
496.00,0.250
495.50,0.249
495.00,0.249
494.50,0.248
494.00,0.247
493.50,0.246
493.00,0.245
492.50,0.244
492.00,0.244
491.50,0.243
491.00,0.242
490.50,0.242
490.00,0.241
489.50,0.240
489.00,0.240
488.50,0.239
488.00,0.239
487.50,0.238
487.00,0.238
486.50,0.238
486.00,0.237
485.50,0.237
485.00,0.237
484.50,0.236
484.00,0.236
483.50,0.236
483.00,0.235
482.50,0.235
482.00,0.235
481.50,0.235
481.00,0.235
480.50,0.235
480.00,0.235
479.50,0.235
479.00,0.234
478.50,0.234
478.00,0.234
477.50,0.234
477.00,0.234
476.50,0.234
476.00,0.234
475.50,0.234
475.00,0.235
474.50,0.235
474.00,0.235
473.50,0.235
473.00,0.235
472.50,0.235
472.00,0.235
471.50,0.235
471.00,0.235
470.50,0.236
470.00,0.236
469.50,0.236
469.00,0.236
468.50,0.236
468.00,0.236
467.50,0.237
467.00,0.237
466.50,0.237
466.00,0.237
465.50,0.237
465.00,0.238
464.50,0.238
464.00,0.238
463.50,0.238
463.00,0.238
462.50,0.239
462.00,0.239
461.50,0.239
461.00,0.239
460.50,0.240
460.00,0.240
459.50,0.240
459.00,0.240
458.50,0.241
458.00,0.241
457.50,0.241
457.00,0.241
456.50,0.242
456.00,0.242
455.50,0.242
455.00,0.242
454.50,0.243
454.00,0.243
453.50,0.243
453.00,0.244
452.50,0.244
452.00,0.244
451.50,0.244
451.00,0.245
450.50,0.245
450.00,0.245
449.50,0.246
449.00,0.246
448.50,0.246
448.00,0.246
447.50,0.247
447.00,0.247
446.50,0.247
446.00,0.248
445.50,0.248
445.00,0.248
444.50,0.249
444.00,0.249
443.50,0.249
443.00,0.249
442.50,0.250
442.00,0.250
441.50,0.250
441.00,0.251
440.50,0.251
440.00,0.251
439.50,0.252
439.00,0.252
438.50,0.252
438.00,0.253
437.50,0.253
437.00,0.253
436.50,0.254
436.00,0.254
435.50,0.254
435.00,0.254
434.50,0.255
434.00,0.255
433.50,0.255
433.00,0.256
432.50,0.256
432.00,0.256
431.50,0.257
431.00,0.257
430.50,0.257
430.00,0.258
429.50,0.258
429.00,0.258
428.50,0.258
428.00,0.259
427.50,0.259
427.00,0.259
426.50,0.260
426.00,0.260
425.50,0.260
425.00,0.261
424.50,0.261
424.00,0.261
423.50,0.261
423.00,0.262
422.50,0.262
422.00,0.262
421.50,0.263
421.00,0.263
420.50,0.263
420.00,0.264
419.50,0.264
419.00,0.264
418.50,0.264
418.00,0.265
417.50,0.265
417.00,0.265
416.50,0.265
416.00,0.266
415.50,0.266
415.00,0.266
414.50,0.267
414.00,0.267
413.50,0.267
413.00,0.268
412.50,0.268
412.00,0.268
411.50,0.269
411.00,0.269
410.50,0.269
410.00,0.269
409.50,0.270
409.00,0.270
408.50,0.270
408.00,0.271
407.50,0.271
407.00,0.271
406.50,0.272
406.00,0.272
405.50,0.272
405.00,0.273
404.50,0.273
404.00,0.273
403.50,0.273
403.00,0.274
402.50,0.274
402.00,0.274
401.50,0.275
401.00,0.275
400.50,0.275
400.00,0.275
399.50,0.276
399.00,0.276
398.50,0.276
398.00,0.277
397.50,0.277
397.00,0.277
396.50,0.278
396.00,0.278
395.50,0.278
395.00,0.278
394.50,0.279
394.00,0.279
393.50,0.279
393.00,0.279
392.50,0.280
392.00,0.280
391.50,0.280
391.00,0.281
390.50,0.281
390.00,0.281
389.50,0.281
389.00,0.281
388.50,0.282
388.00,0.282
387.50,0.282
387.00,0.282
386.50,0.283
386.00,0.283
385.50,0.283
385.00,0.283
384.50,0.284
384.00,0.284
383.50,0.284
383.00,0.284
382.50,0.285
382.00,0.285
381.50,0.285
381.00,0.285
380.50,0.285
380.00,0.286
379.50,0.286
379.00,0.286
378.50,0.286
378.00,0.286
377.50,0.286
377.00,0.287
376.50,0.287
376.00,0.287
375.50,0.287
375.00,0.287
374.50,0.288
374.00,0.288
373.50,0.288
373.00,0.288
372.50,0.288
372.00,0.288
371.50,0.288
371.00,0.289
370.50,0.289
370.00,0.289
369.50,0.289
369.00,0.289
368.50,0.289
368.00,0.289
367.50,0.289
367.00,0.289
366.50,0.290
366.00,0.290
365.50,0.290
365.00,0.290
364.50,0.290
364.00,0.290
363.50,0.290
363.00,0.290
362.50,0.290
362.00,0.290
361.50,0.290
361.00,0.290
360.50,0.290
360.00,0.290
359.50,0.291
359.00,0.291
358.50,0.291
358.00,0.291
357.50,0.291
357.00,0.291
356.50,0.291
356.00,0.291
355.50,0.291
355.00,0.291
354.50,0.291
354.00,0.291
353.50,0.291
353.00,0.292
352.50,0.291
352.00,0.292
351.50,0.292
351.00,0.292
350.50,0.293
350.00,0.293
349.50,0.293
349.00,0.293
348.50,0.293
348.00,0.294
347.50,0.294
347.00,0.295
346.50,0.295
346.00,0.295
345.50,0.296
345.00,0.296
344.50,0.297
344.00,0.298
343.50,0.298
343.00,0.299
342.50,0.299
342.00,0.300
341.50,0.301
341.00,0.301
340.50,0.302
340.00,0.303
339.50,0.304
339.00,0.304
338.50,0.305
338.00,0.305
337.50,0.306
337.00,0.307
336.50,0.307
336.00,0.308
335.50,0.309
335.00,0.310
334.50,0.310
334.00,0.311
333.50,0.312
333.00,0.312
332.50,0.313
332.00,0.314
331.50,0.315
331.00,0.316
330.50,0.317
330.00,0.317
329.50,0.318
329.00,0.318
328.50,0.319
328.00,0.320
327.50,0.320
327.00,0.321
326.50,0.322
326.00,0.323
325.50,0.323
325.00,0.324
324.50,0.325
324.00,0.326
323.50,0.327
323.00,0.327
322.50,0.328
322.00,0.328
321.50,0.329
321.00,0.330
320.50,0.331
320.00,0.332
319.50,0.332
319.00,0.333
318.50,0.334
318.00,0.334
317.50,0.335
317.00,0.336
316.50,0.336
316.00,0.337
315.50,0.338
315.00,0.338
314.50,0.339
314.00,0.340
313.50,0.340
313.00,0.341
312.50,0.342
312.00,0.342
311.50,0.343
311.00,0.343
310.50,0.344
310.00,0.345
309.50,0.345
309.00,0.346
308.50,0.346
308.00,0.347
307.50,0.348
307.00,0.348
306.50,0.349
306.00,0.350
305.50,0.350
305.00,0.350
304.50,0.351
304.00,0.352
303.50,0.352
303.00,0.352
302.50,0.353
302.00,0.354
301.50,0.354
301.00,0.354
300.50,0.355
300.00,0.355
